0,8.77,107.1,58.9,55.9,56.8
8.77,0,117.3,69.1,66.1,67.1
107.1,117.3,0,102.0,99.0,99.9
58.9,69.1,102.0,0,1.86,1.98
55.9,66.1,99.0,1.86,0,0.66
56.8,67.1,99.9,1.98,0.66,0
