0,8.77,66.35,32.99,33.31,32.67
8.77,0,74.46,39.46,40.07,39.45
66.35,74.46,0,63.88,62.13,61.9
32.99,39.46,63.88,0,1.86,1.98
33.31,40.07,62.13,1.86,0,0.66
32.67,39.45,61.9,1.98,0.66,0
